Key,English,Japanese
perkUTQI_armorMinerGloves_q6,Miner Gloves (Q6) ,鉱夫グローブ (品質6)
perkUTQI_armorMinerHelmet_q2,Miner Helmet (Q2) ,鉱夫ヘルメット (品質2)
perkUTQI_armorMinerHelmet_q3,Miner Helmet (Q3) ,鉱夫ヘルメット (品質3)
perkUTQI_armorMinerHelmet_q4,Miner Helmet (Q4) ,鉱夫ヘルメット (品質4)
perkUTQI_armorMinerHelmet_q5,Miner Helmet (Q5) ,鉱夫ヘルメット (品質5)
perkUTQI_armorMinerHelmet_q6,Miner Helmet (Q6) ,鉱夫ヘルメット (品質6)
perkUTQI_armorMinerOutfit_q2,Miner Outfit (Q2) ,鉱夫衣装 (品質2)
perkUTQI_armorMinerOutfit_q3,Miner Outfit (Q3) ,鉱夫衣装 (品質3)
perkUTQI_armorMinerOutfit_q4,Miner Outfit (Q4) ,鉱夫衣装 (品質4)
perkUTQI_armorMinerOutfit_q5,Miner Outfit (Q5) ,鉱夫衣装 (品質5)
perkUTQI_armorMinerOutfit_q6,Miner Outfit (Q6) ,鉱夫衣装 (品質6)
perkUTQI_armorNerdBoots_q2,Nerd Boots (Q2) ,オタクブーツ (品質2)
perkUTQI_armorNerdBoots_q3,Nerd Boots (Q3) ,オタクブーツ (品質3)
perkUTQI_armorNerdBoots_q4,Nerd Boots (Q4) ,オタクブーツ (品質4)
perkUTQI_armorNerdBoots_q5,Nerd Boots (Q5) ,オタクブーツ (品質5)
perkUTQI_armorNerdBoots_q6,Nerd Boots (Q6) ,オタクブーツ (品質6)
perkUTQI_armorNerdGloves_q2,Nerd Gloves (Q2) ,オタクグローブ (品質2)
perkUTQI_armorNerdGloves_q3,Nerd Gloves (Q3) ,オタクグローブ (品質3)
perkUTQI_armorNerdGloves_q4,Nerd Gloves (Q4) ,オタクグローブ (品質4)
perkUTQI_armorNerdGloves_q5,Nerd Gloves (Q5) ,オタクグローブ (品質5)
perkUTQI_armorNerdGloves_q6,Nerd Gloves (Q6) ,オタクグローブ (品質6)
perkUTQI_armorNerdHelmet_q2,Nerd Goggles (Q2) ,オタクゴーグル (品質2)
perkUTQI_armorNerdHelmet_q3,Nerd Goggles (Q3) ,オタクゴーグル (品質3)
perkUTQI_armorNerdHelmet_q4,Nerd Goggles (Q4) ,オタクゴーグル (品質4)
perkUTQI_armorNerdHelmet_q5,Nerd Goggles (Q5) ,オタクゴーグル (品質5)
perkUTQI_armorNerdHelmet_q6,Nerd Goggles (Q6) ,オタクゴーグル (品質6)
perkUTQI_armorNerdOutfit_q2,Nerd Outfit (Q2) ,オタク衣装 (品質2)
perkUTQI_armorNerdOutfit_q3,Nerd Outfit (Q3) ,オタク衣装 (品質3)
perkUTQI_armorNerdOutfit_q4,Nerd Outfit (Q4) ,オタク衣装 (品質4)
perkUTQI_armorNerdOutfit_q5,Nerd Outfit (Q5) ,オタク衣装 (品質5)
perkUTQI_armorNerdOutfit_q6,Nerd Outfit (Q6) ,オタク衣装 (品質6)
perkUTQI_armorNomadBoots_q2,Nomad Boots (Q2) ,遊牧民ブーツ (品質2)
perkUTQI_armorNomadBoots_q3,Nomad Boots (Q3) ,遊牧民ブーツ (品質3)
perkUTQI_armorNomadBoots_q4,Nomad Boots (Q4) ,遊牧民ブーツ (品質4)
perkUTQI_armorNomadBoots_q5,Nomad Boots (Q5) ,遊牧民ブーツ (品質5)
perkUTQI_armorNomadBoots_q6,Nomad Boots (Q6) ,遊牧民ブーツ (品質6)
perkUTQI_armorNomadGloves_q2,Nomad Gloves (Q2) ,遊牧民グローブ (品質2)
perkUTQI_armorNomadGloves_q3,Nomad Gloves (Q3) ,遊牧民グローブ (品質3)
perkUTQI_armorNomadGloves_q4,Nomad Gloves (Q4) ,遊牧民グローブ (品質4)
perkUTQI_armorNomadGloves_q5,Nomad Gloves (Q5) ,遊牧民グローブ (品質5)
perkUTQI_armorNomadGloves_q6,Nomad Gloves (Q6) ,遊牧民グローブ (品質6)
perkUTQI_armorNomadHelmet_q2,Nomad Headgear (Q2) ,遊牧民ヘッドギア (品質2)
perkUTQI_armorNomadHelmet_q3,Nomad Headgear (Q3) ,遊牧民ヘッドギア (品質3)
perkUTQI_armorNomadHelmet_q4,Nomad Headgear (Q4) ,遊牧民ヘッドギア (品質4)
perkUTQI_armorNomadHelmet_q5,Nomad Headgear (Q5) ,遊牧民ヘッドギア (品質5)
perkUTQI_armorNomadHelmet_q6,Nomad Headgear (Q6) ,遊牧民ヘッドギア (品質6)
perkUTQI_armorNomadOutfit_q2,Nomad Outfit (Q2) ,遊牧民衣装 (品質2)
perkUTQI_armorNomadOutfit_q3,Nomad Outfit (Q3) ,遊牧民衣装 (品質3)
perkUTQI_armorNomadOutfit_q4,Nomad Outfit (Q4) ,遊牧民衣装 (品質4)
perkUTQI_armorNomadOutfit_q5,Nomad Outfit (Q5) ,遊牧民衣装 (品質5)
perkUTQI_armorNomadOutfit_q6,Nomad Outfit (Q6) ,遊牧民衣装 (品質6)
perkUTQI_armorPreacherBoots_q2,Preacher Boots (Q2) ,説教者ブーツ (品質2)
perkUTQI_armorPreacherBoots_q3,Preacher Boots (Q3) ,説教者ブーツ (品質3)
perkUTQI_armorPreacherBoots_q4,Preacher Boots (Q4) ,説教者ブーツ (品質4)
perkUTQI_armorPreacherBoots_q5,Preacher Boots (Q5) ,説教者ブーツ (品質5)
perkUTQI_armorPreacherBoots_q6,Preacher Boots (Q6) ,説教者ブーツ (品質6)
perkUTQI_armorPreacherGloves_q2,Preacher Gloves (Q2) ,説教者グローブ (品質2)
perkUTQI_armorPreacherGloves_q3,Preacher Gloves (Q3) ,説教者グローブ (品質3)
perkUTQI_armorPreacherGloves_q4,Preacher Gloves (Q4) ,説教者グローブ (品質4)
perkUTQI_armorPreacherGloves_q5,Preacher Gloves (Q5) ,説教者グローブ (品質5)
perkUTQI_armorPreacherGloves_q6,Preacher Gloves (Q6) ,説教者グローブ (品質6)
perkUTQI_armorPreacherHelmet_q2,Preacher Hat (Q2) ,説教者ハット (品質2)
perkUTQI_armorPreacherHelmet_q3,Preacher Hat (Q3) ,説教者ハット (品質3)
perkUTQI_armorPreacherHelmet_q4,Preacher Hat (Q4) ,説教者ハット (品質4)
perkUTQI_armorPreacherHelmet_q5,Preacher Hat (Q5) ,説教者ハット (品質5)
perkUTQI_armorPreacherHelmet_q6,Preacher Hat (Q6) ,説教者ハット (品質6)
perkUTQI_armorPreacherOutfit_q2,Preacher Outfit (Q2) ,説教者衣装 (品質2)
perkUTQI_armorPreacherOutfit_q3,Preacher Outfit (Q3) ,説教者衣装 (品質3)
perkUTQI_armorPreacherOutfit_q4,Preacher Outfit (Q4) ,説教者衣装 (品質4)
perkUTQI_armorPreacherOutfit_q5,Preacher Outfit (Q5) ,説教者衣装 (品質5)
perkUTQI_armorPreacherOutfit_q6,Preacher Outfit (Q6) ,説教者衣装 (品質6)
perkUTQI_armorPrimitiveBoots_q2,Primitive Shoes (Q2) ,原始的な靴 (品質2)
perkUTQI_armorPrimitiveBoots_q3,Primitive Shoes (Q3) ,原始的な靴 (品質3)
perkUTQI_armorPrimitiveBoots_q4,Primitive Shoes (Q4) ,原始的な靴 (品質4)
perkUTQI_armorPrimitiveBoots_q5,Primitive Shoes (Q5) ,原始的な靴 (品質5)
perkUTQI_armorPrimitiveBoots_q6,Primitive Shoes (Q6) ,原始的な靴 (品質6)
perkUTQI_armorPrimitiveGloves_q2,Primitive Gloves (Q2) ,原始的なグローブ (品質2)
perkUTQI_armorPrimitiveGloves_q3,Primitive Gloves (Q3) ,原始的なグローブ (品質3)
perkUTQI_armorPrimitiveGloves_q4,Primitive Gloves (Q4) ,原始的なグローブ (品質4)
perkUTQI_armorPrimitiveGloves_q5,Primitive Gloves (Q5) ,原始的なグローブ (品質5)
perkUTQI_armorPrimitiveGloves_q6,Primitive Gloves (Q6) ,原始的なグローブ (品質6)
perkUTQI_armorPrimitiveHelmet_q2,Primitive Hood (Q2) ,原始的なフード (品質2)
perkUTQI_armorPrimitiveHelmet_q3,Primitive Hood (Q3) ,原始的なフード (品質3)
perkUTQI_armorPrimitiveHelmet_q4,Primitive Hood (Q4) ,原始的なフード (品質4)
perkUTQI_armorPrimitiveHelmet_q5,Primitive Hood (Q5) ,原始的なフード (品質5)
perkUTQI_armorPrimitiveHelmet_q6,Primitive Hood (Q6) ,原始的なフード (品質6)
perkUTQI_armorPrimitiveMaster_q2,armor Primitive Master (Q2) ,armor Primitive Master (品質2)
perkUTQI_armorPrimitiveMaster_q3,armor Primitive Master (Q3) ,armor Primitive Master (品質3)
perkUTQI_armorPrimitiveMaster_q4,armor Primitive Master (Q4) ,armor Primitive Master (品質4)
perkUTQI_armorPrimitiveMaster_q5,armor Primitive Master (Q5) ,armor Primitive Master (品質5)
perkUTQI_armorPrimitiveMaster_q6,armor Primitive Master (Q6) ,armor Primitive Master (品質6)
perkUTQI_armorPrimitiveOutfit_q2,Primitive Outfit (Q2) ,原始的な衣装 (品質2)
perkUTQI_armorPrimitiveOutfit_q3,Primitive Outfit (Q3) ,原始的な衣装 (品質3)
perkUTQI_armorPrimitiveOutfit_q4,Primitive Outfit (Q4) ,原始的な衣装 (品質4)
perkUTQI_armorPrimitiveOutfit_q5,Primitive Outfit (Q5) ,原始的な衣装 (品質5)
perkUTQI_armorPrimitiveOutfit_q6,Primitive Outfit (Q6) ,原始的な衣装 (品質6)
perkUTQI_armorRaiderBoots_q2,Raider Boots (Q2) ,レイダーブーツ (品質2)
perkUTQI_armorRaiderBoots_q3,Raider Boots (Q3) ,レイダーブーツ (品質3)
perkUTQI_armorRaiderBoots_q4,Raider Boots (Q4) ,レイダーブーツ (品質4)
perkUTQI_armorRaiderBoots_q5,Raider Boots (Q5) ,レイダーブーツ (品質5)
perkUTQI_armorRaiderBoots_q6,Raider Boots (Q6) ,レイダーブーツ (品質6)
perkUTQI_armorRaiderGloves_q2,Raider Gloves (Q2) ,レイダーグローブ (品質2)
perkUTQI_armorRaiderGloves_q3,Raider Gloves (Q3) ,レイダーグローブ (品質3)
perkUTQI_armorRaiderGloves_q4,Raider Gloves (Q4) ,レイダーグローブ (品質4)
perkUTQI_armorRaiderGloves_q5,Raider Gloves (Q5) ,レイダーグローブ (品質5)
perkUTQI_armorRaiderGloves_q6,Raider Gloves (Q6) ,レイダーグローブ (品質6)
perkUTQI_armorRaiderHelmet_q2,Raider Helmet (Q2) ,レイダーヘルメット (品質2)
perkUTQI_armorRaiderHelmet_q3,Raider Helmet (Q3) ,レイダーヘルメット (品質3)
perkUTQI_armorRaiderHelmet_q4,Raider Helmet (Q4) ,レイダーヘルメット (品質4)
perkUTQI_armorRaiderHelmet_q5,Raider Helmet (Q5) ,レイダーヘルメット (品質5)
perkUTQI_armorRaiderHelmet_q6,Raider Helmet (Q6) ,レイダーヘルメット (品質6)
perkUTQI_armorRaiderOutfit_q2,Raider Outfit (Q2) ,レイダー衣装 (品質2)
perkUTQI_armorRaiderOutfit_q3,Raider Outfit (Q3) ,レイダー衣装 (品質3)
perkUTQI_armorRaiderOutfit_q4,Raider Outfit (Q4) ,レイダー衣装 (品質4)
perkUTQI_armorRaiderOutfit_q5,Raider Outfit (Q5) ,レイダー衣装 (品質5)
perkUTQI_armorRaiderOutfit_q6,Raider Outfit (Q6) ,レイダー衣装 (品質6)
perkUTQI_armorRangerBoots_q2,Ranger Boots (Q2) ,レンジャーブーツ (品質2)
perkUTQI_armorRangerBoots_q3,Ranger Boots (Q3) ,レンジャーブーツ (品質3)
perkUTQI_armorRangerBoots_q4,Ranger Boots (Q4) ,レンジャーブーツ (品質4)
perkUTQI_armorRangerBoots_q5,Ranger Boots (Q5) ,レンジャーブーツ (品質5)
perkUTQI_armorRangerBoots_q6,Ranger Boots (Q6) ,レンジャーブーツ (品質6)
perkUTQI_armorRangerGloves_q2,Ranger Gloves (Q2) ,レンジャーグローブ (品質2)
perkUTQI_armorRangerGloves_q3,Ranger Gloves (Q3) ,レンジャーグローブ (品質3)
perkUTQI_armorRangerGloves_q4,Ranger Gloves (Q4) ,レンジャーグローブ (品質4)
perkUTQI_armorRangerGloves_q5,Ranger Gloves (Q5) ,レンジャーグローブ (品質5)
perkUTQI_armorRangerGloves_q6,Ranger Gloves (Q6) ,レンジャーグローブ (品質6)
perkUTQI_armorRangerHelmet_q2,Ranger Hat (Q2) ,レンジャーハット (品質2)
perkUTQI_armorRangerHelmet_q3,Ranger Hat (Q3) ,レンジャーハット (品質3)
perkUTQI_armorRangerHelmet_q4,Ranger Hat (Q4) ,レンジャーハット (品質4)
perkUTQI_armorRangerHelmet_q5,Ranger Hat (Q5) ,レンジャーハット (品質5)
perkUTQI_armorRangerHelmet_q6,Ranger Hat (Q6) ,レンジャーハット (品質6)
perkUTQI_armorRangerOutfit_q2,Ranger Outfit (Q2) ,レンジャー衣装 (品質2)
perkUTQI_armorRangerOutfit_q3,Ranger Outfit (Q3) ,レンジャー衣装 (品質3)
perkUTQI_armorRangerOutfit_q4,Ranger Outfit (Q4) ,レンジャー衣装 (品質4)
perkUTQI_armorRangerOutfit_q5,Ranger Outfit (Q5) ,レンジャー衣装 (品質5)
perkUTQI_armorRangerOutfit_q6,Ranger Outfit (Q6) ,レンジャー衣装 (品質6)
perkUTQI_armorRogueBoots_q2,Rogue Boots (Q2) ,ローグブーツ (品質2)
perkUTQI_armorRogueBoots_q3,Rogue Boots (Q3) ,ローグブーツ (品質3)
perkUTQI_armorRogueBoots_q4,Rogue Boots (Q4) ,ローグブーツ (品質4)
perkUTQI_armorRogueBoots_q5,Rogue Boots (Q5) ,ローグブーツ (品質5)
perkUTQI_armorRogueBoots_q6,Rogue Boots (Q6) ,ローグブーツ (品質6)
perkUTQI_armorRogueGloves_q2,Rogue Gloves (Q2) ,ローググローブ (品質2)
perkUTQI_armorRogueGloves_q3,Rogue Gloves (Q3) ,ローググローブ (品質3)
perkUTQI_armorRogueGloves_q4,Rogue Gloves (Q4) ,ローググローブ (品質4)
perkUTQI_armorRogueGloves_q5,Rogue Gloves (Q5) ,ローググローブ (品質5)
perkUTQI_armorRogueGloves_q6,Rogue Gloves (Q6) ,ローググローブ (品質6)
perkUTQI_armorRogueHelmet_q2,Rogue Hood (Q2) ,ローグフード (品質2)
perkUTQI_armorRogueHelmet_q3,Rogue Hood (Q3) ,ローグフード (品質3)
perkUTQI_armorRogueHelmet_q4,Rogue Hood (Q4) ,ローグフード (品質4)
perkUTQI_armorRogueHelmet_q5,Rogue Hood (Q5) ,ローグフード (品質5)
perkUTQI_armorRogueHelmet_q6,Rogue Hood (Q6) ,ローグフード (品質6)
perkUTQI_armorRogueOutfit_q2,Rogue Outfit (Q2) ,ローグ衣装 (品質2)
perkUTQI_armorRogueOutfit_q3,Rogue Outfit (Q3) ,ローグ衣装 (品質3)
perkUTQI_armorRogueOutfit_q4,Rogue Outfit (Q4) ,ローグ衣装 (品質4)
perkUTQI_armorRogueOutfit_q5,Rogue Outfit (Q5) ,ローグ衣装 (品質5)
perkUTQI_armorRogueOutfit_q6,Rogue Outfit (Q6) ,ローグ衣装 (品質6)
perkUTQI_armorScavengerBoots_q2,Scavenger Boots (Q2) ,スカベンジャーブーツ (品質2)
perkUTQI_armorScavengerBoots_q3,Scavenger Boots (Q3) ,スカベンジャーブーツ (品質3)
perkUTQI_armorScavengerBoots_q4,Scavenger Boots (Q4) ,スカベンジャーブーツ (品質4)
perkUTQI_armorScavengerBoots_q5,Scavenger Boots (Q5) ,スカベンジャーブーツ (品質5)
perkUTQI_armorScavengerBoots_q6,Scavenger Boots (Q6) ,スカベンジャーブーツ (品質6)
perkUTQI_armorScavengerGloves_q2,Scavenger Gloves (Q2) ,スカベンジャーグローブ (品質2)
perkUTQI_armorScavengerGloves_q3,Scavenger Gloves (Q3) ,スカベンジャーグローブ (品質3)
perkUTQI_armorScavengerGloves_q4,Scavenger Gloves (Q4) ,スカベンジャーグローブ (品質4)
perkUTQI_armorScavengerGloves_q5,Scavenger Gloves (Q5) ,スカベンジャーグローブ (品質5)
perkUTQI_armorScavengerGloves_q6,Scavenger Gloves (Q6) ,スカベンジャーグローブ (品質6)
perkUTQI_armorScavengerHelmet_q2,Scavenger Hat (Q2) ,スカベンジャーハット (品質2)
perkUTQI_armorScavengerHelmet_q3,Scavenger Hat (Q3) ,スカベンジャーハット (品質3)
perkUTQI_armorScavengerHelmet_q4,Scavenger Hat (Q4) ,スカベンジャーハット (品質4)
perkUTQI_armorScavengerHelmet_q5,Scavenger Hat (Q5) ,スカベンジャーハット (品質5)
perkUTQI_armorScavengerHelmet_q6,Scavenger Hat (Q6) ,スカベンジャーハット (品質6)
perkUTQI_armorScavengerOutfit_q2,Scavenger Outfit (Q2) ,スカベンジャー衣装 (品質2)
perkUTQI_armorScavengerOutfit_q3,Scavenger Outfit (Q3) ,スカベンジャー衣装 (品質3)
perkUTQI_armorScavengerOutfit_q4,Scavenger Outfit (Q4) ,スカベンジャー衣装 (品質4)
perkUTQI_armorScavengerOutfit_q5,Scavenger Outfit (Q5) ,スカベンジャー衣装 (品質5)
perkUTQI_armorScavengerOutfit_q6,Scavenger Outfit (Q6) ,スカベンジャー衣装 (品質6)
perkUTQI_carBattery_q2,Lead Car Battery (Q2) ,バッテリー (品質2)
perkUTQI_carBattery_q3,Lead Car Battery (Q3) ,バッテリー (品質3)
perkUTQI_carBattery_q4,Lead Car Battery (Q4) ,バッテリー (品質4)
perkUTQI_carBattery_q5,Lead Car Battery (Q5) ,バッテリー (品質5)
perkUTQI_carBattery_q6,Lead Car Battery (Q6) ,バッテリー (品質6)
perkUTQI_gunBotT1JunkSledge_q2,Robotic Sledge (Q2) ,ロボットスレッジ (品質2)
perkUTQI_gunBotT1JunkSledge_q3,Robotic Sledge (Q3) ,ロボットスレッジ (品質3)
perkUTQI_gunBotT1JunkSledge_q4,Robotic Sledge (Q4) ,ロボットスレッジ (品質4)
perkUTQI_gunBotT1JunkSledge_q5,Robotic Sledge (Q5) ,ロボットスレッジ (品質5)
perkUTQI_gunBotT1JunkSledge_q6,Robotic Sledge (Q6) ,ロボットスレッジ (品質6)
perkUTQI_gunBotT2JunkTurret_q2,Robotic Turret (Q2) ,ロボット砲台 (品質2)
perkUTQI_gunBotT2JunkTurret_q3,Robotic Turret (Q3) ,ロボット砲台 (品質3)
perkUTQI_gunBotT2JunkTurret_q4,Robotic Turret (Q4) ,ロボット砲台 (品質4)
perkUTQI_gunBotT2JunkTurret_q5,Robotic Turret (Q5) ,ロボット砲台 (品質5)
perkUTQI_gunBotT2JunkTurret_q6,Robotic Turret (Q6) ,ロボット砲台 (品質6)
perkUTQI_gunBotT3JunkDrone_q2,Robotic Drone (Q2) ,ロボットドローン (品質2)
perkUTQI_gunBotT3JunkDrone_q3,Robotic Drone (Q3) ,ロボットドローン (品質3)
perkUTQI_gunBotT3JunkDrone_q4,Robotic Drone (Q4) ,ロボットドローン (品質4)
perkUTQI_gunBotT3JunkDrone_q5,Robotic Drone (Q5) ,ロボットドローン (品質5)
perkUTQI_gunBotT3JunkDrone_q6,Robotic Drone (Q6) ,ロボットドローン (品質6)
perkUTQI_gunBowT0PrimitiveBow_q2,Primitive Bow (Q2) ,粗末な弓 (品質2)
perkUTQI_gunBowT0PrimitiveBow_q3,Primitive Bow (Q3) ,粗末な弓 (品質3)
perkUTQI_gunBowT0PrimitiveBow_q4,Primitive Bow (Q4) ,粗末な弓 (品質4)
perkUTQI_gunBowT0PrimitiveBow_q5,Primitive Bow (Q5) ,粗末な弓 (品質5)
perkUTQI_gunBowT0PrimitiveBow_q6,Primitive Bow (Q6) ,粗末な弓 (品質6)
perkUTQI_gunBowT1IronCrossbow_q2,Iron Crossbow (Q2) ,鉄製クロスボウ (品質2)
perkUTQI_gunBowT1IronCrossbow_q3,Iron Crossbow (Q3) ,鉄製クロスボウ (品質3)
perkUTQI_gunBowT1IronCrossbow_q4,Iron Crossbow (Q4) ,鉄製クロスボウ (品質4)
perkUTQI_gunBowT1IronCrossbow_q5,Iron Crossbow (Q5) ,鉄製クロスボウ (品質5)
perkUTQI_gunBowT1IronCrossbow_q6,Iron Crossbow (Q6) ,鉄製クロスボウ (品質6)
perkUTQI_gunBowT1WoodenBow_q2,Wooden Bow (Q2) ,木の弓 (品質2)
perkUTQI_gunBowT1WoodenBow_q3,Wooden Bow (Q3) ,木の弓 (品質3)
perkUTQI_gunBowT1WoodenBow_q4,Wooden Bow (Q4) ,木の弓 (品質4)
perkUTQI_gunBowT1WoodenBow_q5,Wooden Bow (Q5) ,木の弓 (品質5)
perkUTQI_gunBowT1WoodenBow_q6,Wooden Bow (Q6) ,木の弓 (品質6)
perkUTQI_gunBowT3CompoundBow_q2,Compound Bow (Q2) ,複合弓 (品質2)
perkUTQI_gunBowT3CompoundBow_q3,Compound Bow (Q3) ,複合弓 (品質3)
perkUTQI_gunBowT3CompoundBow_q4,Compound Bow (Q4) ,複合弓 (品質4)
perkUTQI_gunBowT3CompoundBow_q5,Compound Bow (Q5) ,複合弓 (品質5)
perkUTQI_gunBowT3CompoundBow_q6,Compound Bow (Q6) ,複合弓 (品質6)
perkUTQI_gunBowT3CompoundCrossbow_q2,Compound Crossbow (Q2) ,複合クロスボウ (品質2)
perkUTQI_gunBowT3CompoundCrossbow_q3,Compound Crossbow (Q3) ,複合クロスボウ (品質3)
perkUTQI_gunBowT3CompoundCrossbow_q4,Compound Crossbow (Q4) ,複合クロスボウ (品質4)
perkUTQI_gunBowT3CompoundCrossbow_q5,Compound Crossbow (Q5) ,複合クロスボウ (品質5)
perkUTQI_gunBowT3CompoundCrossbow_q6,Compound Crossbow (Q6) ,複合クロスボウ (品質6)
perkUTQI_gunExplosivesT3RocketLauncher_q2,Rocket Launcher (Q2) ,ロケットランチャー (品質2)
perkUTQI_gunExplosivesT3RocketLauncher_q3,Rocket Launcher (Q3) ,ロケットランチャー (品質3)
perkUTQI_gunExplosivesT3RocketLauncher_q4,Rocket Launcher (Q4) ,ロケットランチャー (品質4)
perkUTQI_gunExplosivesT3RocketLauncher_q5,Rocket Launcher (Q5) ,ロケットランチャー (品質5)
perkUTQI_gunExplosivesT3RocketLauncher_q6,Rocket Launcher (Q6) ,ロケットランチャー (品質6)
perkUTQI_gunHandgunT0PipePistol_q2,Pipe Pistol (Q2) ,パイプピストル (品質2)
perkUTQI_gunHandgunT0PipePistol_q3,Pipe Pistol (Q3) ,パイプピストル (品質3)
perkUTQI_gunHandgunT0PipePistol_q4,Pipe Pistol (Q4) ,パイプピストル (品質4)
perkUTQI_gunHandgunT0PipePistol_q5,Pipe Pistol (Q5) ,パイプピストル (品質5)
perkUTQI_gunHandgunT0PipePistol_q6,Pipe Pistol (Q6) ,パイプピストル (品質6)
perkUTQI_gunHandgunT1Pistol_q2,Pistol (Q2) ,ピストル (品質2)
perkUTQI_gunHandgunT1Pistol_q3,Pistol (Q3) ,ピストル (品質3)
perkUTQI_gunHandgunT1Pistol_q4,Pistol (Q4) ,ピストル (品質4)
perkUTQI_gunHandgunT1Pistol_q5,Pistol (Q5) ,ピストル (品質5)
